"age","job","marital","education","balance","loan","contact","day","month","poutcome","y"
36,"blue-collar","married","primary",973,"yes","unknown",23,"may","unknown","no"
33,"blue-collar","married","secondary",1134,"no","unknown",23,"may","unknown","no"
33,"blue-collar","married","secondary",745,"no","unknown",23,"may","unknown","no"
33,"blue-collar","married","secondary",-346,"yes","unknown",23,"may","unknown","no"
32,"blue-collar","married","secondary",736,"no","unknown",23,"may","unknown","no"
31,"blue-collar","single","tertiary",2197,"no","unknown",23,"may","unknown","no"
31,"blue-collar","married","secondary",1495,"yes","unknown",23,"may","unknown","no"
31,"blue-collar","married","secondary",631,"no","unknown",23,"may","unknown","no"
30,"blue-collar","single","secondary",4,"no","unknown",23,"may","unknown","no"
28,"blue-collar","single","secondary",56,"no","unknown",23,"may","unknown","no"
25,"blue-collar","single","primary",-221,"no","unknown",23,"may","unknown","no"
49,"blue-collar","married","primary",365,"no","unknown",26,"may","unknown","no"
48,"blue-collar","married","secondary",0,"no","unknown",26,"may","unknown","no"
47,"blue-collar","married","secondary",-614,"no","unknown",26,"may","unknown","no"
46,"blue-collar","married","secondary",494,"no","unknown",26,"may","unknown","no"
43,"blue-collar","married","primary",-93,"no","unknown",26,"may","unknown","no"
42,"blue-collar","married","secondary",-921,"no","unknown",26,"may","unknown","no"
39,"blue-collar","married","primary",879,"no","unknown",26,"may","unknown","no"
37,"blue-collar","married","primary",0,"no","unknown",26,"may","unknown","no"
36,"blue-collar","divorced","secondary",-140,"no","unknown",26,"may","unknown","no"
35,"blue-collar","divorced","primary",-587,"no","unknown",26,"may","unknown","no"
34,"blue-collar","married","secondary",247,"yes","unknown",26,"may","unknown","no"
34,"blue-collar","married","secondary",-563,"no","unknown",26,"may","unknown","no"
34,"blue-collar","divorced","secondary",-566,"no","unknown",26,"may","unknown","no"
31,"blue-collar","divorced","secondary",-452,"no","unknown",26,"may","unknown","no"
26,"blue-collar","married","secondary",245,"no","unknown",26,"may","unknown","no"
57,"blue-collar","married","primary",318,"no","unknown",27,"may","unknown","no"
51,"blue-collar","divorced","secondary",78,"no","unknown",27,"may","unknown","no"
49,"blue-collar","divorced","primary",15,"no","unknown",27,"may","unknown","no"
46,"blue-collar","married","primary",258,"no","unknown",27,"may","unknown","no"
42,"blue-collar","married","secondary",3052,"no","unknown",27,"may","unknown","no"
40,"blue-collar","married","primary",-335,"no","unknown",27,"may","unknown","no"
37,"blue-collar","married","secondary",132,"no","unknown",27,"may","unknown","no"
34,"blue-collar","single","secondary",3723,"no","unknown",27,"may","unknown","no"
34,"blue-collar","married","secondary",1412,"yes","unknown",27,"may","unknown","no"
33,"blue-collar","married","secondary",-241,"yes","unknown",27,"may","unknown","no"
30,"blue-collar","married","secondary",501,"yes","unknown",27,"may","unknown","no"
28,"blue-collar","married","secondary",100,"yes","unknown",27,"may","unknown","no"
26,"blue-collar","single","secondary",592,"yes","unknown",27,"may","unknown","no"
24,"blue-collar","single","primary",111,"yes","unknown",27,"may","unknown","no"
24,"blue-collar","married","secondary",9,"no","unknown",27,"may","unknown","no"
24,"blue-collar","married","secondary",-254,"yes","unknown",27,"may","unknown","no"
49,"blue-collar","married","secondary",579,"no","unknown",28,"may","unknown","no"
47,"blue-collar","married","secondary",480,"no","unknown",28,"may","unknown","no"
33,"blue-collar","married","secondary",625,"no","unknown",28,"may","unknown","no"
32,"blue-collar","single","secondary",604,"yes","cellular",28,"may","unknown","no"
30,"blue-collar","married","primary",-518,"yes","unknown",28,"may","unknown","no"
28,"blue-collar","single","secondary",6307,"no","unknown",28,"may","unknown","no"
28,"blue-collar","single","secondary",0,"no","unknown",28,"may","unknown","no"
28,"blue-collar","married","secondary",1020,"no","unknown",28,"may","unknown","no"
28,"blue-collar","divorced","unknown",101,"no","unknown",28,"may","unknown","no"
26,"blue-collar","single","secondary",396,"no","unknown",28,"may","unknown","no"
24,"blue-collar","married","secondary",0,"no","unknown",28,"may","unknown","no"
59,"blue-collar","married","primary",748,"no","unknown",29,"may","unknown","no"
58,"blue-collar","married","primary",0,"no","unknown",29,"may","unknown","no"
56,"blue-collar","married","primary",551,"no","unknown",29,"may","unknown","no"
51,"blue-collar","married","secondary",2237,"no","unknown",29,"may","unknown","no"
51,"blue-collar","married","primary",844,"no","unknown",29,"may","unknown","no"
51,"blue-collar","divorced","unknown",10287,"no","unknown",29,"may","unknown","no"
44,"blue-collar","married","secondary",2523,"no","unknown",29,"may","unknown","no"
42,"blue-collar","married","secondary",130,"no","unknown",29,"may","unknown","no"
40,"blue-collar","married","secondary",1100,"no","unknown",29,"may","unknown","no"
40,"blue-collar","married","secondary",271,"no","unknown",29,"may","unknown","no"
40,"blue-collar","married","secondary",0,"yes","unknown",29,"may","unknown","no"
34,"blue-collar","married","secondary",250,"no","unknown",29,"may","unknown","no"
31,"blue-collar","single","primary",-495,"no","unknown",29,"may","unknown","no"
31,"blue-collar","single","primary",-502,"no","unknown",29,"may","unknown","no"
30,"blue-collar","married","secondary",125,"no","unknown",29,"may","unknown","no"
55,"blue-collar","married","secondary",471,"no","unknown",30,"may","unknown","no"
51,"blue-collar","divorced","secondary",1069,"no","unknown",30,"may","unknown","no"
46,"blue-collar","single","secondary",324,"no","unknown",30,"may","unknown","no"
44,"blue-collar","single","primary",787,"no","unknown",30,"may","unknown","no"
43,"blue-collar","single","primary",30,"no","unknown",30,"may","unknown","no"
43,"blue-collar","married","unknown",-715,"no","unknown",30,"may","unknown","no"
41,"blue-collar","married","primary",0,"no","unknown",30,"may","unknown","no"
39,"blue-collar","married","unknown",157,"no","unknown",30,"may","unknown","no"
35,"blue-collar","single","primary",293,"no","unknown",30,"may","unknown","no"
35,"blue-collar","married","primary",3587,"no","unknown",30,"may","unknown","no"
32,"blue-collar","married","secondary",-63,"no","unknown",30,"may","unknown","no"
31,"blue-collar","single","secondary",-219,"no","unknown",30,"may","unknown","no"
29,"blue-collar","married","primary",200,"no","unknown",30,"may","unknown","no"
27,"blue-collar","single","secondary",5563,"no","unknown",30,"may","unknown","no"
27,"blue-collar","single","primary",-79,"no","unknown",30,"may","unknown","no"
32,"blue-collar","married","secondary",2089,"no","cellular",14,"nov","unknown","yes"
46,"blue-collar","married","primary",2749,"no","cellular",17,"nov","unknown","no"
42,"blue-collar","married","secondary",179,"no","cellular",17,"nov","unknown","no"
31,"blue-collar","married","secondary",1354,"yes","cellular",17,"nov","unknown","no"
59,"blue-collar","married","primary",0,"no","cellular",18,"nov","unknown","no"
50,"blue-collar","married","primary",5776,"no","cellular",18,"nov","unknown","no"
49,"blue-collar","married","secondary",2039,"no","cellular",18,"nov","unknown","no"
48,"blue-collar","married","primary",1092,"yes","cellular",18,"nov","failure","no"
41,"blue-collar","married","primary",168,"no","cellular",18,"nov","unknown","no"
39,"blue-collar","married","primary",111,"no","cellular",18,"nov","unknown","no"
38,"blue-collar","married","secondary",2008,"no","cellular",18,"nov","unknown","no"
36,"blue-collar","married","primary",0,"no","cellular",18,"nov","unknown","no"
33,"blue-collar","married","primary",3074,"no","cellular",18,"nov","unknown","no"
32,"blue-collar","single","secondary",53,"no","cellular",18,"nov","failure","no"
55,"blue-collar","married","primary",4103,"no","cellular",19,"nov","unknown","no"
50,"blue-collar","divorced","secondary",203,"no","telephone",19,"nov","other","no"
45,"blue-collar","married","secondary",2926,"yes","cellular",19,"nov","failure","no"
42,"blue-collar","married","primary",792,"yes","cellular",19,"nov","other","no"
40,"blue-collar","single","secondary",3,"no","cellular",19,"nov","unknown","yes"
39,"blue-collar","single","primary",6,"no","cellular",19,"nov","unknown","no"
39,"blue-collar","married","primary",800,"no","cellular",19,"nov","unknown","no"
38,"blue-collar","married","primary",2240,"no","cellular",19,"nov","failure","no"
34,"blue-collar","married","secondary",8309,"yes","cellular",19,"nov","unknown","no"
34,"blue-collar","married","secondary",1897,"yes","cellular",19,"nov","unknown","no"
34,"blue-collar","married","secondary",360,"no","telephone",19,"nov","failure","no"
32,"blue-collar","married","primary",66,"no","cellular",19,"nov","unknown","no"
50,"blue-collar","divorced","primary",1545,"no","cellular",20,"nov","unknown","no"
46,"blue-collar","married","primary",2558,"no","telephone",20,"nov","other","no"
43,"blue-collar","married","secondary",699,"yes","cellular",20,"nov","other","yes"
41,"blue-collar","single","secondary",-386,"yes","cellular",20,"nov","unknown","yes"
41,"blue-collar","married","primary",7735,"no","cellular",20,"nov","failure","no"
40,"blue-collar","married","secondary",6767,"no","cellular",20,"nov","unknown","no"
38,"blue-collar","married","primary",1327,"no","cellular",20,"nov","unknown","no"
37,"blue-collar","divorced","secondary",33,"no","cellular",20,"nov","failure","no"
35,"blue-collar","married","secondary",5304,"no","cellular",20,"nov","failure","no"
35,"blue-collar","divorced","secondary",3102,"no","cellular",20,"nov","unknown","no"
34,"blue-collar","single","secondary",79,"yes","cellular",20,"nov","unknown","no"
33,"blue-collar","single","secondary",4404,"no","cellular",20,"nov","unknown","no"
33,"blue-collar","married","primary",925,"no","cellular",20,"nov","unknown","no"
54,"blue-collar","married","primary",4503,"no","telephone",21,"nov","unknown","no"
48,"blue-collar","single","secondary",-552,"yes","cellular",21,"nov","unknown","no"
47,"blue-collar","married","primary",3451,"yes","cellular",21,"nov","unknown","no"
45,"blue-collar","divorced","primary",942,"no","cellular",21,"nov","unknown","no"
44,"blue-collar","married","secondary",16178,"no","cellular",21,"nov","unknown","no"
42,"blue-collar","married","secondary",0,"no","cellular",21,"nov","unknown","no"
39,"blue-collar","married","primary",694,"no","cellular",21,"nov","unknown","no"
33,"blue-collar","single","secondary",5739,"yes","cellular",21,"nov","unknown","no"
31,"blue-collar","married","secondary",3653,"yes","cellular",21,"nov","failure","no"
30,"blue-collar","single","secondary",6900,"no","cellular",21,"nov","unknown","no"
30,"blue-collar","single","primary",395,"no","cellular",21,"nov","unknown","no"
35,"blue-collar","married","secondary",137,"yes","unknown",4,"oct","failure","no"
34,"blue-collar","married","tertiary",20,"no","unknown",4,"oct","unknown","no"
72,"blue-collar","married","primary",4415,"no","telephone",13,"oct","unknown","no"
36,"blue-collar","single","tertiary",1830,"no","cellular",14,"oct","failure","no"
67,"blue-collar","married","secondary",16353,"no","cellular",27,"oct","unknown","no"
60,"blue-collar","married","secondary",1801,"no","telephone",29,"oct","unknown","no"
28,"blue-collar","single","secondary",-46,"no","cellular",1,"sep","success","yes"
43,"blue-collar","married","secondary",2160,"no","cellular",8,"sep","success","yes"
32,"blue-collar","married","secondary",889,"no","cellular",10,"sep","success","yes"
33,"blue-collar","married","secondary",889,"no","unknown",18,"sep","success","no"
33,"blue-collar","married","primary",-195,"no","unknown",20,"sep","unknown","no"
43,"blue-collar","married","secondary",625,"no","unknown",30,"sep","unknown","no"
44,"entrepreneur","single","tertiary",1136,"yes","cellular",3,"apr","other","no"
34,"entrepreneur","married","secondary",1847,"no","cellular",9,"apr","failure","no"
32,"entrepreneur","divorced","secondary",1121,"yes","cellular",16,"apr","unknown","no"
49,"entrepreneur","married","secondary",687,"no","cellular",17,"apr","unknown","yes"
51,"entrepreneur","divorced","tertiary",4,"yes","cellular",20,"apr","unknown","no"
63,"entrepreneur","married","secondary",3904,"no","telephone",4,"aug","success","yes"
55,"entrepreneur","divorced","secondary",538,"no","cellular",7,"aug","unknown","yes"
52,"entrepreneur","married","secondary",0,"no","cellular",7,"aug","unknown","no"
33,"entrepreneur","married","tertiary",595,"no","cellular",7,"aug","unknown","no"
42,"entrepreneur","married","tertiary",42045,"no","cellular",8,"aug","unknown","no"
35,"entrepreneur","married","tertiary",2723,"yes","cellular",8,"aug","unknown","no"
32,"entrepreneur","married","primary",795,"no","cellular",8,"aug","unknown","no"
38,"entrepreneur","single","secondary",2543,"no","cellular",10,"aug","failure","yes"
42,"entrepreneur","married","primary",149,"no","cellular",20,"aug","unknown","no"
44,"entrepreneur","married","tertiary",3463,"yes","cellular",28,"aug","unknown","no"
34,"entrepreneur","married","secondary",456,"yes","cellular",28,"aug","unknown","no"
32,"entrepreneur","single","tertiary",890,"yes","cellular",28,"aug","unknown","no"
34,"entrepreneur","married","secondary",4659,"no","unknown",30,"aug","unknown","no"
32,"entrepreneur","single","primary",-849,"yes","cellular",4,"feb","unknown","no"
31,"entrepreneur","single","tertiary",1957,"no","cellular",4,"feb","unknown","no"
54,"entrepreneur","married","tertiary",1544,"yes","cellular",5,"feb","failure","no"
49,"entrepreneur","divorced","secondary",32,"no","cellular",5,"feb","unknown","no"
42,"entrepreneur","married","tertiary",233,"no","cellular",5,"feb","unknown","no"
38,"entrepreneur","married","tertiary",228,"no","cellular",5,"feb","unknown","no"
27,"entrepreneur","single","tertiary",81,"no","cellular",5,"feb","failure","no"
55,"entrepreneur","married","secondary",8104,"no","cellular",6,"feb","unknown","no"
50,"entrepreneur","divorced","tertiary",1790,"yes","cellular",6,"feb","unknown","no"
42,"entrepreneur","married","primary",66,"yes","cellular",6,"feb","unknown","no"
56,"entrepreneur","divorced","primary",29,"no","cellular",29,"jan","failure","no"
53,"entrepreneur","married","tertiary",71,"yes","cellular",29,"jan","unknown","no"
28,"entrepreneur","married","unknown",1034,"no","cellular",29,"jan","unknown","no"
29,"entrepreneur","single","secondary",404,"no","cellular",30,"jan","unknown","no"
44,"entrepreneur","married","secondary",93,"no","cellular",7,"jul","unknown","no"
38,"entrepreneur","divorced","tertiary",7929,"no","cellular",8,"jul","unknown","no"
35,"entrepreneur","married","primary",2643,"yes","cellular",8,"jul","unknown","no"
34,"entrepreneur","married","tertiary",412,"yes","cellular",8,"jul","unknown","no"
44,"entrepreneur","married","tertiary",0,"no","unknown",9,"jul","unknown","no"
42,"entrepreneur","married","tertiary",0,"no","cellular",9,"jul","unknown","no"
41,"entrepreneur","married","secondary",1249,"no","cellular",9,"jul","unknown","no"
34,"entrepreneur","married","tertiary",475,"yes","cellular",9,"jul","unknown","no"
48,"entrepreneur","married","secondary",725,"yes","cellular",10,"jul","unknown","no"
38,"entrepreneur","married","secondary",15,"no","cellular",10,"jul","unknown","no"
40,"entrepreneur","married","primary",0,"no","cellular",11,"jul","unknown","no"
39,"entrepreneur","married","tertiary",83,"no","cellular",11,"jul","unknown","no"
55,"entrepreneur","married","secondary",204,"no","cellular",14,"jul","unknown","no"
49,"entrepreneur","married","secondary",1916,"yes","telephone",14,"jul","unknown","no"
46,"entrepreneur","married","tertiary",2262,"no","telephone",14,"jul","unknown","no"
30,"entrepreneur","single","secondary",638,"no","cellular",14,"jul","unknown","no"
34,"entrepreneur","married","tertiary",-28,"no","cellular",16,"jul","unknown","no"
43,"entrepreneur","married","secondary",104,"no","cellular",18,"jul","unknown","yes"
35,"entrepreneur","single","tertiary",145,"no","cellular",18,"jul","unknown","yes"
53,"entrepreneur","married","tertiary",624,"yes","cellular",21,"jul","unknown","no"
52,"entrepreneur","married","primary",592,"no","cellular",21,"jul","unknown","no"
35,"entrepreneur","single","secondary",475,"yes","cellular",21,"jul","unknown","no"
26,"entrepreneur","single","tertiary",81,"no","cellular",21,"jul","unknown","no"
60,"entrepreneur","married","primary",0,"no","telephone",23,"jul","unknown","no"
49,"entrepreneur","married","secondary",273,"no","cellular",23,"jul","unknown","no"
38,"entrepreneur","married","secondary",593,"yes","cellular",24,"jul","unknown","yes"
36,"entrepreneur","single","secondary",475,"no","cellular",25,"jul","unknown","no"
51,"entrepreneur","married","secondary",-2082,"yes","cellular",28,"jul","unknown","no"
47,"entrepreneur","married","tertiary",459,"no","cellular",29,"jul","unknown","no"
45,"entrepreneur","married","tertiary",0,"no","cellular",29,"jul","unknown","no"
43,"entrepreneur","married","tertiary",210,"no","cellular",29,"jul","unknown","no"
50,"entrepreneur","married","secondary",1011,"no","telephone",30,"jul","unknown","no"
49,"entrepreneur","divorced","unknown",-701,"no","cellular",30,"jul","unknown","yes"
53,"entrepreneur","married","unknown",28,"no","cellular",31,"jul","unknown","no"
50,"entrepreneur","married","tertiary",52,"no","cellular",31,"jul","unknown","no"
55,"entrepreneur","divorced","tertiary",0,"no","unknown",6,"jun","unknown","no"
51,"entrepreneur","married","tertiary",5403,"no","unknown",6,"jun","unknown","no"
48,"entrepreneur","married","tertiary",810,"no","unknown",6,"jun","unknown","no"
40,"entrepreneur","married","tertiary",3571,"no","unknown",9,"jun","unknown","no"
34,"entrepreneur","married","tertiary",4343,"no","unknown",9,"jun","unknown","no"
45,"entrepreneur","divorced","tertiary",1273,"yes","unknown",11,"jun","unknown","no"
58,"entrepreneur","married","secondary",2,"no","unknown",16,"jun","unknown","no"
46,"entrepreneur","married","secondary",757,"no","unknown",16,"jun","unknown","no"
36,"entrepreneur","married","tertiary",3057,"no","unknown",16,"jun","unknown","yes"
52,"entrepreneur","married","tertiary",0,"no","unknown",19,"jun","unknown","no"
49,"entrepreneur","married","primary",563,"no","unknown",19,"jun","unknown","no"
56,"entrepreneur","married","unknown",575,"no","unknown",20,"jun","unknown","no"
41,"entrepreneur","divorced","secondary",1588,"yes","unknown",20,"jun","unknown","no"
37,"entrepreneur","married","tertiary",2685,"no","unknown",20,"jun","unknown","no"
37,"entrepreneur","single","secondary",20453,"no","telephone",4,"may","unknown","no"
35,"entrepreneur","married","secondary",2971,"no","cellular",4,"may","failure","yes"
51,"entrepreneur","married","tertiary",3921,"no","cellular",5,"may","unknown","no"
42,"entrepreneur","divorced","tertiary",2,"no","unknown",5,"may","unknown","no"
35,"entrepreneur","married","tertiary",0,"no","cellular",5,"may","failure","no"
34,"entrepreneur","married","secondary",2,"yes","cellular",5,"may","failure","no"
29,"entrepreneur","married","secondary",178,"no","cellular",5,"may","unknown","no"
27,"entrepreneur","single","secondary",376,"yes","cellular",5,"may","unknown","no"
49,"entrepreneur","married","secondary",167,"yes","unknown",6,"may","unknown","no"
47,"entrepreneur","married","unknown",209,"no","unknown",6,"may","unknown","no"
41,"entrepreneur","married","unknown",89,"no","unknown",6,"may","unknown","no"
36,"entrepreneur","married","tertiary",1169,"no","unknown",6,"may","unknown","no"
26,"entrepreneur","married","tertiary",37,"yes","cellular",6,"may","failure","no"
52,"entrepreneur","divorced","primary",278,"no","unknown",7,"may","unknown","no"
50,"entrepreneur","married","secondary",806,"yes","cellular",7,"may","other","no"
45,"entrepreneur","married","secondary",68,"no","unknown",7,"may","unknown","no"
42,"entrepreneur","married","tertiary",157,"yes","unknown",7,"may","unknown","no"
55,"entrepreneur","married","primary",298,"no","unknown",8,"may","unknown","no"
42,"entrepreneur","married","primary",198,"no","unknown",8,"may","unknown","no"
53,"entrepreneur","married","secondary",-118,"no","unknown",9,"may","unknown","no"
46,"entrepreneur","married","unknown",242,"no","unknown",9,"may","unknown","no"
57,"entrepreneur","divorced","secondary",25,"no","cellular",11,"may","other","no"
47,"entrepreneur","married","primary",668,"no","cellular",12,"may","unknown","no"
40,"entrepreneur","married","tertiary",1729,"no","cellular",12,"may","unknown","no"
36,"entrepreneur","married","primary",177,"no","unknown",12,"may","unknown","no"
49,"entrepreneur","married","primary",199,"no","unknown",13,"may","unknown","no"
45,"entrepreneur","married","primary",58,"no","telephone",13,"may","failure","no"
43,"entrepreneur","married","secondary",59,"no","unknown",13,"may","unknown","no"
23,"entrepreneur","single","primary",4,"no","unknown",13,"may","unknown","yes"
45,"entrepreneur","married","secondary",245,"no","unknown",14,"may","unknown","no"
45,"entrepreneur","married","primary",2418,"no","unknown",14,"may","unknown","no"
41,"entrepreneur","married","tertiary",221,"no","unknown",14,"may","unknown","no"
40,"entrepreneur","married","secondary",1416,"no","unknown",14,"may","unknown","no"
54,"entrepreneur","married","secondary",653,"no","unknown",15,"may","unknown","no"
53,"entrepreneur","married","tertiary",22370,"no","unknown",15,"may","unknown","no"
44,"entrepreneur","married","primary",276,"yes","unknown",15,"may","unknown","no"
39,"entrepreneur","married","unknown",98,"no","telephone",15,"may","other","no"
38,"entrepreneur","married","secondary",157,"yes","cellular",15,"may","other","no"
25,"entrepreneur","single","tertiary",16874,"yes","cellular",15,"may","unknown","no"
34,"entrepreneur","married","tertiary",355,"no","unknown",16,"may","unknown","no"
50,"entrepreneur","married","tertiary",433,"no","cellular",18,"may","unknown","no"
38,"entrepreneur","married","tertiary",170,"no","cellular",18,"may","unknown","yes"
37,"entrepreneur","single","secondary",654,"no","unknown",19,"may","unknown","no"
39,"entrepreneur","married","tertiary",2644,"no","unknown",20,"may","unknown","no"
37,"entrepreneur","married","tertiary",4798,"no","unknown",20,"may","unknown","no"
36,"entrepreneur","married","secondary",134,"no","unknown",20,"may","unknown","no"
38,"entrepreneur","married","tertiary",6704,"no","unknown",21,"may","unknown","no"
37,"entrepreneur","married","tertiary",836,"no","unknown",27,"may","unknown","no"
34,"entrepreneur","married","secondary",-139,"yes","unknown",27,"may","unknown","no"
33,"entrepreneur","married","secondary",-118,"yes","unknown",27,"may","unknown","no"
29,"entrepreneur","married","secondary",452,"no","unknown",27,"may","unknown","no"
34,"entrepreneur","married","tertiary",105,"no","unknown",28,"may","unknown","no"
53,"entrepreneur","married","tertiary",2289,"yes","cellular",17,"nov","unknown","no"
50,"entrepreneur","married","secondary",665,"no","telephone",17,"nov","unknown","no"
39,"entrepreneur","married","tertiary",2,"no","cellular",17,"nov","unknown","no"
37,"entrepreneur","single","tertiary",1467,"yes","cellular",17,"nov","unknown","no"
52,"entrepreneur","married","tertiary",54,"yes","telephone",18,"nov","unknown","no"
45,"entrepreneur","married","secondary",128,"yes","cellular",18,"nov","unknown","no"
43,"entrepreneur","married","tertiary",13342,"no","cellular",18,"nov","unknown","no"
41,"entrepreneur","married","secondary",2105,"no","cellular",18,"nov","unknown","no"
40,"entrepreneur","married","secondary",1532,"yes","cellular",18,"nov","unknown","no"
38,"entrepreneur","married","tertiary",0,"no","cellular",18,"nov","unknown","no"
37,"entrepreneur","divorced","tertiary",66,"no","cellular",18,"nov","unknown","yes"
33,"entrepreneur","married","primary",82,"no","cellular",18,"nov","unknown","no"
59,"entrepreneur","married","primary",0,"no","telephone",19,"nov","failure","no"
54,"entrepreneur","married","unknown",1956,"no","cellular",19,"nov","unknown","no"
53,"entrepreneur","married","primary",1034,"no","cellular",19,"nov","other","no"
46,"entrepreneur","single","tertiary",1410,"no","cellular",19,"nov","failure","no"
44,"entrepreneur","married","secondary",6649,"no","cellular",19,"nov","unknown","no"
43,"entrepreneur","married","tertiary",1574,"no","cellular",19,"nov","unknown","no"
41,"entrepreneur","married","tertiary",171,"no","cellular",19,"nov","failure","no"
41,"entrepreneur","married","secondary",353,"no","cellular",19,"nov","unknown","no"
39,"entrepreneur","married","primary",238,"yes","cellular",19,"nov","unknown","no"
30,"entrepreneur","married","secondary",946,"no","cellular",19,"nov","other","no"
53,"entrepreneur","married","unknown",7,"no","cellular",20,"nov","unknown","no"
38,"entrepreneur","married","secondary",868,"no","cellular",20,"nov","unknown","no"
34,"entrepreneur","divorced","tertiary",262,"no","cellular",20,"nov","unknown","no"
31,"entrepreneur","single","tertiary",38,"no","cellular",20,"nov","unknown","no"
31,"entrepreneur","married","tertiary",5191,"no","cellular",20,"nov","unknown","no"
41,"entrepreneur","married","primary",39,"no","cellular",21,"nov","unknown","yes"
39,"entrepreneur","married","secondary",0,"no","cellular",21,"nov","unknown","no"
38,"entrepreneur","married","tertiary",1514,"yes","cellular",21,"nov","failure","no"
37,"entrepreneur","married","tertiary",7944,"no","cellular",21,"nov","unknown","no"
32,"entrepreneur","married","unknown",73,"no","cellular",21,"nov","failure","no"
36,"entrepreneur","married","tertiary",6,"no","telephone",30,"oct","unknown","no"
37,"entrepreneur","married","tertiary",310,"no","cellular",1,"sep","unknown","no"
53,"entrepreneur","married","primary",27,"no","telephone",10,"sep","unknown","yes"
54,"housemaid","married","unknown",0,"no","cellular",14,"apr","other","no"
53,"housemaid","married","primary",2581,"no","cellular",15,"apr","unknown","no"
33,"housemaid","single","tertiary",23663,"no","cellular",16,"apr","failure","no"
31,"housemaid","single","primary",26965,"no","cellular",21,"apr","unknown","yes"
61,"housemaid","married","primary",848,"no","cellular",27,"apr","other","no"
57,"housemaid","married","tertiary",3,"no","cellular",4,"aug","unknown","no"
51,"housemaid","married","unknown",21244,"yes","cellular",4,"aug","unknown","no"
57,"housemaid","married","primary",501,"yes","cellular",7,"aug","unknown","no"
47,"housemaid","married","primary",201,"no","cellular",7,"aug","failure","no"
42,"housemaid","married","primary",83,"yes","cellular",7,"aug","unknown","no"
30,"housemaid","single","tertiary",868,"no","cellular",7,"aug","unknown","no"
49,"housemaid","married","tertiary",443,"no","cellular",8,"aug","unknown","no"
37,"housemaid","married","primary",189,"no","cellular",8,"aug","unknown","no"
47,"housemaid","married","primary",0,"no","cellular",10,"aug","unknown","no"
35,"housemaid","married","tertiary",11219,"no","cellular",12,"aug","failure","no"
59,"housemaid","married","primary",235,"no","cellular",13,"aug","unknown","no"
45,"housemaid","married","primary",7353,"no","cellular",13,"aug","unknown","no"
58,"housemaid","married","secondary",2705,"no","telephone",14,"aug","unknown","no"
40,"housemaid","married","secondary",4610,"no","cellular",14,"aug","unknown","no"
34,"housemaid","married","primary",2929,"no","cellular",14,"aug","unknown","yes"
57,"housemaid","married","primary",50,"no","cellular",18,"aug","unknown","no"
51,"housemaid","divorced","tertiary",370,"no","cellular",19,"aug","unknown","no"
42,"housemaid","married","primary",145,"no","cellular",20,"aug","unknown","no"
31,"housemaid","married","primary",25,"no","cellular",21,"aug","unknown","no"
57,"housemaid","married","secondary",0,"no","cellular",22,"aug","unknown","no"
55,"housemaid","married","secondary",139,"no","cellular",22,"aug","unknown","no"
38,"housemaid","married","primary",21,"no","cellular",26,"aug","unknown","no"
59,"housemaid","married","primary",0,"no","cellular",27,"aug","unknown","no"
51,"housemaid","married","secondary",260,"no","cellular",27,"aug","unknown","no"
46,"housemaid","married","primary",0,"no","telephone",2,"feb","unknown","no"
59,"housemaid","married","secondary",0,"no","telephone",3,"feb","failure","no"
29,"housemaid","single","tertiary",19,"no","cellular",5,"feb","success","yes"
40,"housemaid","married","primary",1832,"no","cellular",6,"feb","unknown","no"
30,"housemaid","single","secondary",1924,"no","cellular",6,"feb","unknown","no"
80,"housemaid","married","primary",0,"no","cellular",23,"feb","failure","yes"
26,"housemaid","married","tertiary",543,"no","cellular",30,"jan","unknown","no"
49,"housemaid","married","primary",889,"no","telephone",7,"jul","unknown","yes"
31,"housemaid","married","unknown",-6,"yes","telephone",7,"jul","unknown","no"
56,"housemaid","married","primary",306,"yes","cellular",8,"jul","unknown","no"
58,"housemaid","married","primary",0,"no","telephone",9,"jul","unknown","no"
41,"housemaid","single","secondary",231,"no","cellular",9,"jul","unknown","no"
57,"housemaid","married","secondary",158,"no","telephone",10,"jul","unknown","no"
33,"housemaid","married","primary",212,"no","cellular",11,"jul","unknown","no"
26,"housemaid","married","secondary",-759,"no","cellular",11,"jul","unknown","no"
51,"housemaid","married","primary",30,"no","cellular",14,"jul","unknown","no"
35,"housemaid","married","primary",0,"no","cellular",14,"jul","unknown","no"
64,"housemaid","married","primary",768,"no","cellular",15,"jul","success","no"
58,"housemaid","single","tertiary",145,"yes","cellular",16,"jul","unknown","no"
35,"housemaid","married","tertiary",20,"yes","cellular",17,"jul","unknown","no"
51,"housemaid","divorced","secondary",9228,"no","cellular",18,"jul","unknown","yes"
46,"housemaid","married","primary",19,"no","telephone",21,"jul","unknown","no"
60,"housemaid","married","primary",0,"yes","telephone",22,"jul","unknown","no"
50,"housemaid","divorced","primary",94,"no","cellular",22,"jul","unknown","no"
27,"housemaid","married","secondary",4848,"yes","telephone",23,"jul","unknown","no"
27,"housemaid","married","primary",0,"no","cellular",23,"jul","unknown","no"
56,"housemaid","married","tertiary",1922,"no","cellular",24,"jul","unknown","no"
54,"housemaid","married","secondary",209,"yes","cellular",25,"jul","unknown","no"
58,"housemaid","married","primary",435,"no","telephone",28,"jul","unknown","no"
50,"housemaid","single","unknown",0,"no","telephone",28,"jul","unknown","no"
